"id","portail_id","portail_libelle","role","organisation","module_id","module_code","module_libelle","routes","donnees_visibles","theme","responsable_propose","sources","nb_routes_candidates","niveau_preuve","statut","test_ui","baseline","version_source","limite"
"PM-refinery-international_markets","POR-refinery","Raffinerie","refinery","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-international_markets","international_markets","Marchés internationaux","/fx-rates | /gold-prices","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","refinery; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot international_markets","src/PrivateApp.tsx:1239 | src/PrivateApp.tsx:1248 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-refinery-refining","POR-refinery","Raffinerie","refinery","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-refining","refining","Raffinage","/refining | /refining/:id/process | /refining/freight-shipments","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","refinery; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot raffinage","src/PrivateApp.tsx:1403 | src/PrivateApp.tsx:1412 | src/PrivateApp.tsx:1421 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-refinery-reports","POR-refinery","Raffinerie","refinery","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-reports","reports","Rapports institutionnels","/reports","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","refinery; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot reports","src/PrivateApp.tsx:1626 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-refinery-sales","POR-refinery","Raffinerie","refinery","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-sales","sales","Vente d’or international","/sales | /sales/:id","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","refinery; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot ventes internationales et paiements","src/PrivateApp.tsx:1433 | src/PrivateApp.tsx:1496 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-refinery-transverse","POR-refinery","Raffinerie","refinery","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-transverse","transverse","transverse","/help | /profile","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","refinery; primary=#0F7A56; sidebar=#1B2A3A; prescrit=false","Lot transverse","src/PrivateApp.tsx:1257 | src/PrivateApp.tsx:278 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-administration","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-administration","administration","Administration","/admin/settings","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot administration et IAM","src/PrivateApp.tsx:1098 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-analytics","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-analytics","analytics","Performance nationale","/analytics | /analytics/national","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot analytics","src/PrivateApp.tsx:1590 | src/PrivateApp.tsx:1599 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","2","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-artisan_gold_market","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-artisan_gold_market","artisan_gold_market","Marché d’or artisanal","/artisan-minier/paiements | /artisan-minier/paiements/:venteId/nouveau | /artisan-minier/paiements/historique | /artisan-minier/paiements/historique/:paiementId | /artisan-minier/rapports | /artisan-minier/rapports/chiffre-affaires | /artisan-minier/rapports/quantites | /artisan-minier/rapports/taxes | /artisan-minier/ventes-or | /artisan-minier/ventes-or/:id | /artisan-minier/ventes-or/:id/facture | /artisan-minier/ventes-or/:id/modifier | /artisan-minier/ventes-or/nouvelle | /collecte/ventes","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot marché artisanal et paiements","src/PrivateApp.tsx:330 | src/PrivateApp.tsx:492 | src/PrivateApp.tsx:501 | src/PrivateApp.tsx:510 | src/PrivateApp.tsx:519 | src/PrivateApp.tsx:528 | src/PrivateApp.tsx:537 | src/PrivateApp.tsx:546 | src/PrivateApp.tsx:555 | src/PrivateApp.tsx:564 | src/PrivateApp.tsx:591 | src/PrivateApp.tsx:600 | src/PrivateApp.tsx:609 | src/PrivateApp.tsx:618 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","14","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-artisan-minier","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-artisan-minier","artisan-minier","Artisans miniers","/artisan-minier | /artisan-minier/:artisanId/infractions/:infractionId | /artisan-minier/:artisanId/infractions/:infractionId/modifier | /artisan-minier/:artisanId/infractions/nouvelle | /artisan-minier/:id | /artisan-minier/:id/edit | /artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation | /artisan-minier/collecteurs | /artisan-minier/collecteurs/:id | /artisan-minier/liste","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot artisans et affiliations","src/PrivateApp.tsx:322 | src/PrivateApp.tsx:323 | src/PrivateApp.tsx:429 | src/PrivateApp.tsx:438 | src/PrivateApp.tsx:447 | src/PrivateApp.tsx:456 | src/PrivateApp.tsx:465 | src/PrivateApp.tsx:474 | src/PrivateApp.tsx:483 | src/PrivateApp.tsx:573 | src/PrivateApp.tsx:582 | src/PrivateApp.tsx:627 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","12","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-conciliation","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-conciliation","conciliation","Conciliation","/conciliation | /conciliation/:id | /conciliation/regles-fiscales","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot conciliation","src/PrivateApp.tsx:840 | src/PrivateApp.tsx:851 | src/PrivateApp.tsx:862 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-dashboard","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-dashboard","dashboard","Tableau de bord","/dashboard | /dashboard/management | /dashboard/production-modern","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot pilotage national","src/PrivateApp.tsx:1797 | src/PrivateApp.tsx:411 | src/PrivateApp.tsx:420 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-documents","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-documents","documents","Documents","/documents/assay-certificates","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot documents","src/PrivateApp.tsx:1374 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-gold_inventory","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-gold_inventory","gold_inventory","Suivi des stocks","/inventory | /inventory/add | /inventory/silver","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot stocks","src/PrivateApp.tsx:1383 | src/PrivateApp.tsx:636 | src/PrivateApp.tsx:645 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-gold_purchases","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-gold_purchases","gold_purchases","Achats d’or","/achats/comptes | /achats/comptes-paiements | /achats/demandes | /achats/plans | /achats/plans/:id | /achats/reglements | /achats/reglements/nouveau | /contrats | /contrats/:id | /contrats/:id/modifier | /contrats/nouveau | /contrats/pilotage | /requisitions | /requisitions/:id | /requisitions/:id/modifier | /requisitions/nouvelle","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot achats et contrats","src/PrivateApp.tsx:793 | src/PrivateApp.tsx:797 | src/PrivateApp.tsx:801 | src/PrivateApp.tsx:805 | src/PrivateApp.tsx:816 | src/PrivateApp.tsx:827 | src/PrivateApp.tsx:831 | src/PrivateApp.tsx:873 | src/PrivateApp.tsx:884 | src/PrivateApp.tsx:895 | src/PrivateApp.tsx:906 | src/PrivateApp.tsx:917 | src/PrivateApp.tsx:929 | src/PrivateApp.tsx:940 | src/PrivateApp.tsx:951 | src/PrivateApp.tsx:962 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","16","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-international_markets","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-international_markets","international_markets","Marchés internationaux","/fx-rates | /gold-prices | /sales/simulations | /sales/simulator | /sales/trade-space","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot international_markets","src/PrivateApp.tsx:1239 | src/PrivateApp.tsx:1248 | src/PrivateApp.tsx:1451 | src/PrivateApp.tsx:1460 | src/PrivateApp.tsx:1469 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","5","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-mining_sites","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-mining_sites","mining_sites","Sites artisanaux","/artisan-sites | /artisan-sites/:siteId | /artisan-sites/production","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot sites artisanaux","src/PrivateApp.tsx:744 | src/PrivateApp.tsx:753 | src/PrivateApp.tsx:772 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-national_reserve","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-national_reserve","national_reserve","Réserve nationale","/national-reserve | /national-reserve/allocations | /national-reserve/allocations/:id | /national-reserve/allocations/:id/edit | /national-reserve/allocations/new | /national-reserve/audit | /national-reserve/controls | /national-reserve/physical | /national-reserve/valuation","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot réserve nationale","src/PrivateApp.tsx:654 | src/PrivateApp.tsx:663 | src/PrivateApp.tsx:672 | src/PrivateApp.tsx:681 | src/PrivateApp.tsx:690 | src/PrivateApp.tsx:699 | src/PrivateApp.tsx:708 | src/PrivateApp.tsx:717 | src/PrivateApp.tsx:726 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","9","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-production","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-production","production","Collecte de l’or","/performance/budgets | /performance/forecasts | /production/:id | /production/achats-mines | /production/daily | /production/in-safe | /production/licenses | /production/licenses/:id | /production/licenses/edit/:id | /production/licenses/new | /production/licenses/requests","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot production industrielle","src/PrivateApp.tsx:1004 | src/PrivateApp.tsx:1635 | src/PrivateApp.tsx:1644 | src/PrivateApp.tsx:1653 | src/PrivateApp.tsx:1662 | src/PrivateApp.tsx:1671 | src/PrivateApp.tsx:1680 | src/PrivateApp.tsx:781 | src/PrivateApp.tsx:974 | src/PrivateApp.tsx:983 | src/PrivateApp.tsx:992 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","11","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-production_analytics","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-production_analytics","production_analytics","Rapports de production","/analytics/production","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot production_analytics","src/PrivateApp.tsx:1617 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-public-et-alias","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-public-et-alias","public-et-alias","public-et-alias","/admin/refineries | /admin/refineries/edit/:id | /admin/refineries/new | /admin/transport-companies | /admin/transport-companies/edit/:id | /admin/transport-companies/new | /approvals | /audit | /sonasp/cessions-comptoirs","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot public-et-alias","src/PrivateApp.tsx:1107 | src/PrivateApp.tsx:1116 | src/PrivateApp.tsx:1125 | src/PrivateApp.tsx:1134 | src/PrivateApp.tsx:1143 | src/PrivateApp.tsx:1152 | src/PrivateApp.tsx:1161 | src/PrivateApp.tsx:1788 | src/PrivateApp.tsx:392 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","9","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-refining","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-refining","refining","Raffinage","/refining | /refining/:id/process | /refining/freight-shipments","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot raffinage","src/PrivateApp.tsx:1403 | src/PrivateApp.tsx:1412 | src/PrivateApp.tsx:1421 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-reports","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-reports","reports","Rapports institutionnels","/reports","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot reports","src/PrivateApp.tsx:1626 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-sales","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-sales","sales","Vente d’or international","/payments | /payments/:id | /payments/create | /payments/record | /payments/virtual | /sales | /sales/:id | /sales/approve/:saleId | /sales/approve/:saleId/:token | /sales/new","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot ventes internationales et paiements","src/PrivateApp.tsx:1433 | src/PrivateApp.tsx:1442 | src/PrivateApp.tsx:1478 | src/PrivateApp.tsx:1487 | src/PrivateApp.tsx:1496 | src/PrivateApp.tsx:1554 | src/PrivateApp.tsx:1563 | src/PrivateApp.tsx:1572 | src/PrivateApp.tsx:1581 | src/PrivateApp.tsx:735 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","10","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-sales_analytics","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-sales_analytics","sales_analytics","Analyses des ventes","/analytics/ventes","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot sales_analytics","src/PrivateApp.tsx:1608 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","1","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-settings","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-settings","settings","Paramètres","/admin/gold-sales-settings | /admin/workflow | /parameters","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot paramètres","src/PrivateApp.tsx:1089 | src/PrivateApp.tsx:1170 | src/PrivateApp.tsx:1179 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","3","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-shipping","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-shipping","shipping","Expéditions","/freight | /freight-customs | /freight-customs/:id | /freight-customs/create | /freight/shipments/:id | /freight/shipments/create | /shipping | /shipping/preparation | /shipping/preparation/:id | /shipping/preparation/:id/details | /shipping/preparation/:id/edit | /shipping/preparation/edit/:id | /shipping/preparation/new","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot expéditions","src/PrivateApp.tsx:1266 | src/PrivateApp.tsx:1275 | src/PrivateApp.tsx:1284 | src/PrivateApp.tsx:1293 | src/PrivateApp.tsx:1302 | src/PrivateApp.tsx:1311 | src/PrivateApp.tsx:1320 | src/PrivateApp.tsx:1329 | src/PrivateApp.tsx:1338 | src/PrivateApp.tsx:1347 | src/PrivateApp.tsx:1356 | src/PrivateApp.tsx:1365 | src/PrivateApp.tsx:1392 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","13","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
"PM-sonasp-stakeholders","POR-sonasp","SONASP","management","Profil et organisation autoritatifs; aucun tenant choisi par UI","LOT-stakeholders","stakeholders","Parties prenantes","/customers | /customers/:id | /customers/:id/edit | /customers/new | /stakeholders/depositors | /stakeholders/depositors/:id/edit | /stakeholders/depositors/new | /stakeholders/freight-companies | /stakeholders/mining-companies | /stakeholders/mining-companies/:id | /stakeholders/mining-companies/:id/edit | /stakeholders/organizations | /stakeholders/organizations/:id/edit | /stakeholders/organizations/new | /stakeholders/refinery-plants","Périmètre candidat du registre frontend; RLS/RPC et permissions effectives NON vérifiés","sonasp; primary=#385A3F; sidebar=#28372B; prescrit=true","Lot référentiels (root pilote Clients)","src/PrivateApp.tsx:1505 | src/PrivateApp.tsx:1516 | src/PrivateApp.tsx:1527 | src/PrivateApp.tsx:1538 | src/PrivateApp.tsx:1689 | src/PrivateApp.tsx:1698 | src/PrivateApp.tsx:1707 | src/PrivateApp.tsx:1716 | src/PrivateApp.tsx:1734 | src/PrivateApp.tsx:1743 | src/PrivateApp.tsx:1761 | src/PrivateApp.tsx:1770 | src/PrivateApp.tsx:1779 | src/PrivateApp.tsx:1842 | src/PrivateApp.tsx:1851 | src/components/layout/portalThemes.ts | src/lib/platformModuleCatalog.ts | src/lib/routeAccessRegistry.ts","15","DETECTION_AUTOMATIQUE; identité des 13 types relue statiquement; couples modules non audités","À INVENTORIER","NON EXÉCUTÉ","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe","Association de politique ≠ accès réel; admin module_codes et Owner transversal hors liste brute; aucune validation UI/serveur"
